personnel_id,week,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change
P0045,8,89.8,66.9,87.3,3.3,4.8
P0045,9,92.5,80.2,90.3,3.3,3.9
P0045,10,93.6,92.9,92.8,4.4,2.1
P0045,11,94.6,79.7,75.1,2.3,3.2
P0045,12,92.1,85.5,80.0,2.2,2.8
P0046,1,88.7,94.2,83.6,5.2,1.7
P0046,2,96.4,90.8,75.5,4.8,4.8
P0046,3,77.6,82.6,82.8,2.8,3.4
P0046,4,97.7,100.0,95.0,6.1,2.3
P0046,5,85.2,100.0,96.4,6.2,2.7
P0046,6,93.1,100.0,73.0,3.0,1.5
P0046,7,100.0,95.2,80.2,4.2,2.6
P0046,8,93.9,96.3,68.6,4.4,1.0
P0046,9,87.0,91.7,63.7,2.6,4.1
P0046,10,86.2,100.0,79.6,1.0,4.4
P0046,11,92.8,89.4,75.2,4.4,3.9
P0046,12,91.8,100.0,71.9,5.1,1.0
P0047,1,81.7,87.3,92.1,4.2,2.6
P0047,2,92.5,71.7,99.6,3.4,2.8
P0047,3,93.9,65.3,80.9,1.5,4.5
P0047,4,91.7,69.5,77.4,3.7,4.0
P0047,5,94.5,85.0,92.3,2.7,1.6
P0047,6,83.0,72.6,56.8,4.7,5.6
P0047,7,88.0,84.4,82.7,4.5,2.4
P0047,8,89.8,91.8,76.0,2.2,1.4
P0047,9,83.3,76.7,76.4,4.9,4.5
P0047,10,94.0,74.3,70.4,5.5,4.1
P0047,11,84.2,67.4,84.1,3.2,4.8
P0047,12,100.0,62.6,69.7,6.3,5.0
P0048,1,94.8,82.3,72.1,3.9,2.4
P0048,2,91.4,62.4,91.6,2.4,5.3
P0048,3,89.7,72.0,66.6,3.5,5.0
P0048,4,86.9,87.0,56.3,2.7,3.7
P0048,5,84.1,83.3,73.4,5.6,3.0
P0048,6,99.6,76.7,90.3,4.6,4.7
P0048,7,85.4,90.1,76.5,2.2,4.1
P0048,8,88.2,78.4,71.1,2.3,4.8
P0048,9,99.8,81.1,69.5,5.7,2.9
P0048,10,96.7,87.0,78.0,5.0,2.9
P0048,11,88.9,76.3,74.7,1.0,1.7
P0048,12,96.9,82.8,79.8,1.5,2.1
P0049,1,92.5,96.3,92.6,3.2,1.8
P0049,2,92.6,93.9,79.2,5.2,2.8
P0049,3,89.9,83.8,58.2,1.2,3.7
P0049,4,88.2,94.9,85.3,2.6,1.7
P0049,5,84.4,81.2,80.0,1.0,3.0
P0049,6,80.2,96.0,87.6,1.7,2.3
P0049,7,95.0,96.0,88.2,3.7,1.9
P0049,8,85.2,87.5,71.2,3.5,3.3
P0049,9,95.3,67.0,70.2,4.2,4.0
P0049,10,89.6,84.7,85.0,4.0,3.9
P0049,11,90.0,93.7,82.8,5.7,2.2
P0049,12,93.7,97.8,94.7,1.0,2.8
P0050,1,85.3,80.6,79.9,5.3,3.1
P0050,2,94.5,74.7,72.9,5.8,5.3
P0050,3,81.7,85.8,82.5,4.6,1.9
P0050,4,85.7,87.1,75.0,3.4,2.9
P0050,5,76.7,87.6,83.0,5.1,2.5
P0050,6,88.4,85.4,60.4,2.7,2.8
P0050,7,83.4,93.0,77.4,3.8,3.1
P0050,8,92.3,86.4,76.6,5.9,1.2
P0050,9,98.3,87.7,85.4,2.9,2.3
P0050,10,96.0,77.0,60.9,5.0,2.9
P0050,11,93.3,74.1,77.3,1.7,3.4
P0050,12,90.6,81.2,68.4,5.2,1.8
P0051,1,96.5,74.0,73.9,1.5,6.3
P0051,2,86.0,89.7,83.4,2.7,3.6
P0051,3,81.4,77.6,65.9,3.7,2.6
P0051,4,99.1,79.4,76.8,2.8,4.0
P0051,5,91.0,98.4,92.3,1.5,1.5
P0051,6,80.2,76.8,67.7,3.8,4.2
P0051,7,85.9,86.4,86.6,5.5,1.5
P0051,8,87.0,75.7,92.7,5.3,5.2
P0051,9,84.9,77.9,79.8,4.7,2.4
P0051,10,80.4,84.6,76.1,5.7,3.1
P0051,11,97.9,88.5,82.9,2.3,2.6
P0051,12,76.7,72.6,83.9,1.0,4.0
P0052,1,87.8,82.8,83.3,6.0,4.0
P0052,2,94.8,100.0,73.2,1.3,1.0
P0052,3,92.2,76.0,77.2,5.0,4.5
P0052,4,89.9,82.5,79.5,3.5,3.2
P0052,5,91.7,81.5,68.3,4.9,3.9
P0052,6,99.8,78.4,69.3,4.9,2.8
P0052,7,72.3,87.3,78.5,5.7,2.2
P0052,8,82.0,92.3,74.8,4.2,2.1
P0052,9,93.9,78.9,70.3,2.8,3.7
P0052,10,90.7,92.5,69.4,4.0,3.3
P0052,11,89.2,90.3,63.8,1.0,3.6
P0052,12,82.5,75.6,79.6,1.6,3.7
P0053,1,99.4,85.8,76.8,3.8,3.5
P0053,2,88.8,100.0,77.2,4.8,2.1
P0053,3,85.9,95.5,97.2,5.0,3.9
P0053,4,86.5,100.0,78.8,4.6,1.0
P0053,5,81.9,89.6,82.8,2.4,2.9
P0053,6,100.0,100.0,70.0,3.5,2.7
P0053,7,91.8,100.0,78.8,1.1,2.0
P0053,8,100.0,96.0,68.0,5.2,1.1
P0053,9,85.6,100.0,79.6,4.5,3.0
P0053,10,88.9,99.4,60.9,2.5,1.0
P0053,11,87.3,88.1,73.4,5.6,2.4
P0053,12,84.4,100.0,84.1,3.0,2.2
P0054,1,96.7,100.0,66.5,3.4,2.0
P0054,2,83.3,98.9,64.4,1.6,1.5
P0054,3,92.3,94.1,96.7,5.0,1.9
P0054,4,93.8,100.0,95.7,4.3,1.9
P0054,5,88.0,97.5,85.4,3.3,1.9
P0054,6,84.0,94.7,74.4,2.5,1.1
P0054,7,87.8,97.3,78.5,6.3,1.0
P0054,8,89.3,91.2,79.4,4.0,2.0
P0054,9,83.6,95.1,89.8,4.6,1.5
P0054,10,85.1,100.0,82.7,3.1,1.0
P0054,11,84.3,100.0,85.5,3.3,2.0
P0054,12,91.6,96.9,75.1,3.3,2.4
P0055,1,97.8,92.3,80.1,4.1,2.8
P0055,2,88.8,92.3,76.2,7.3,1.4
P0055,3,80.2,89.1,75.2,4.0,2.1
P0055,4,95.2,79.0,57.0,1.0,4.9
P0055,5,86.0,88.1,89.1,4.7,1.9
P0055,6,98.3,82.4,90.0,2.8,2.2
P0055,7,89.9,85.9,86.5,3.8,2.5
P0055,8,93.2,90.4,76.0,2.9,2.8
P0055,9,93.9,89.0,74.1,3.8,3.4
P0055,10,90.2,82.1,85.5,4.1,2.2
P0055,11,96.0,82.1,72.3,2.8,4.5
P0055,12,99.1,84.0,71.7,5.1,2.7
P0056,1,91.0,75.6,75.8,4.7,4.9
P0056,2,92.6,71.8,63.2,2.9,3.5
P0056,3,75.2,73.5,98.2,7.5,3.9
P0056,4,89.8,72.5,83.4,3.2,3.4
P0056,5,95.2,86.3,89.5,3.7,2.8
P0056,6,77.3,79.6,87.9,2.5,3.6
P0056,7,89.5,82.1,76.9,2.8,2.2
P0056,8,86.7,83.9,62.1,2.9,3.8
P0056,9,88.7,92.1,71.6,2.5,1.9
P0056,10,97.2,72.4,77.8,1.8,4.8
P0056,11,94.2,72.5,80.4,4.7,2.6
P0056,12,82.3,85.1,78.3,2.5,1.8
P0057,1,77.5,76.1,95.5,2.4,1.6
P0057,2,97.4,70.7,78.8,2.8,3.2
P0057,3,82.5,71.4,90.9,5.2,3.8
P0057,4,91.1,81.5,86.3,4.9,2.7
P0057,5,82.3,69.9,83.4,3.5,6.9
P0057,6,94.0,65.9,90.0,2.3,6.1
P0057,7,85.3,72.1,69.3,5.0,4.9
P0057,8,98.2,76.0,85.5,2.1,1.7
P0057,9,93.2,71.7,75.5,4.2,4.4
P0057,10,90.0,59.6,89.7,5.0,4.4
P0057,11,84.9,92.6,90.6,2.2,1.5
P0057,12,92.7,81.5,94.6,4.5,3.9
P0058,1,92.7,65.5,74.1,4.5,3.1
P0058,2,98.1,78.8,65.8,2.0,3.5
P0058,3,90.7,66.4,73.1,4.5,6.3
P0058,4,87.4,85.9,80.6,4.5,3.3
P0058,5,90.6,61.5,78.1,5.1,2.6
P0058,6,89.5,68.5,83.1,3.4,4.0
P0058,7,94.1,76.5,85.8,3.1,5.2
P0058,8,95.9,93.9,82.7,4.2,1.0
P0058,9,86.6,76.8,78.7,1.4,4.2
P0058,10,84.4,72.6,92.8,3.2,4.9
P0058,11,80.9,86.0,82.5,5.2,2.8
P0058,12,92.2,83.9,64.3,2.5,4.2
P0059,1,87.6,100.0,78.8,1.0,2.8
P0059,2,86.0,96.8,90.6,1.4,1.0
P0059,3,85.8,100.0,89.2,5.1,2.0
P0059,4,86.8,93.7,80.3,3.6,1.4
P0059,5,85.7,89.0,85.0,3.8,1.8
P0059,6,87.9,100.0,72.6,5.6,1.7
P0059,7,89.1,86.2,79.0,2.7,2.5
P0059,8,88.0,100.0,60.1,3.2,1.4
P0059,9,80.9,93.1,68.0,4.2,1.2
P0059,10,90.7,94.7,68.5,1.5,1.5
P0059,11,87.9,100.0,68.4,5.1,1.8
P0059,12,99.3,100.0,87.1,4.4,1.0
P0060,1,82.5,72.0,68.1,1.3,3.1
P0060,2,94.5,78.0,77.9,5.1,4.2
P0060,3,93.9,98.5,95.6,3.8,1.6
P0060,4,89.9,81.8,76.2,2.2,3.7
P0060,5,94.0,83.9,82.2,1.3,1.6
P0060,6,86.1,83.7,65.7,2.5,3.6
P0060,7,77.6,94.2,76.5,4.7,2.0
P0060,8,94.7,85.3,80.3,2.6,3.2
P0060,9,92.1,70.8,71.0,4.6,4.2
P0060,10,92.5,72.8,74.8,5.3,4.6
P0060,11,86.7,87.2,75.9,1.2,1.0
P0060,12,87.1,78.6,93.3,3.7,2.6
P0061,1,79.9,76.7,87.1,3.9,3.5
P0061,2,81.6,80.5,69.0,2.0,3.2
P0061,3,91.9,91.9,64.7,5.1,2.4
P0061,4,88.2,70.4,76.3,1.5,4.2
P0061,5,80.4,73.8,65.3,2.4,1.8
P0061,6,94.2,68.9,85.5,3.8,3.1
P0061,7,85.2,73.1,65.5,2.1,4.7
P0061,8,95.5,70.3,81.3,4.2,3.0
P0061,9,98.7,74.6,76.1,4.0,4.5
P0061,10,77.3,77.9,88.3,3.8,4.3
P0061,11,96.6,74.4,86.7,4.3,3.0
P0061,12,88.5,82.5,88.5,4.2,1.8
P0062,1,92.5,78.0,68.3,1.0,5.7
P0062,2,90.8,81.1,91.4,4.2,2.4
P0062,3,87.5,59.0,81.1,1.0,3.9
P0062,4,82.6,79.5,73.6,3.8,4.0
P0062,5,90.6,67.2,71.8,1.0,3.9
P0062,6,85.2,77.1,80.8,3.8,3.3
P0062,7,87.3,75.1,73.3,4.4,3.5
P0062,8,87.3,94.3,75.2,2.1,1.7
P0062,9,99.0,76.1,69.8,4.4,4.6
P0062,10,96.3,71.5,88.6,3.8,2.8
P0062,11,86.6,73.9,73.1,5.1,5.2
P0062,12,89.0,63.9,66.6,5.2,4.3
P0063,1,86.8,77.4,77.9,7.3,3.2
P0063,2,100.0,78.9,72.9,3.2,1.5
P0063,3,92.0,69.1,83.4,1.8,3.7
P0063,4,91.1,80.3,83.6,1.6,3.3
P0063,5,94.3,72.0,89.8,1.0,4.2
P0063,6,96.8,66.6,65.1,4.0,5.7
P0063,7,88.2,72.3,68.9,3.5,2.9
P0063,8,92.7,71.9,82.3,4.3,2.9
P0063,9,88.7,90.0,87.7,1.0,3.4
P0063,10,92.9,83.4,82.6,1.6,2.8
P0063,11,100.0,89.5,74.2,3.3,3.2
P0063,12,84.9,93.2,89.8,3.6,2.4
P0064,1,81.8,56.0,71.5,3.9,6.7
P0064,2,93.2,75.9,75.9,4.1,4.2
P0064,3,82.4,73.5,79.5,3.5,4.2
P0064,4,86.3,73.4,78.6,2.2,2.6
P0064,5,82.8,76.9,94.2,5.9,4.7
P0064,6,100.0,73.9,74.5,1.3,5.0
P0064,7,100.0,81.3,83.5,4.6,1.8
P0064,8,77.3,78.1,62.4,2.3,1.0
P0064,9,91.3,78.2,85.0,1.2,3.0
P0064,10,94.3,75.8,77.6,3.3,6.8
P0064,11,86.4,79.8,76.1,2.9,3.1
P0064,12,100.0,75.4,80.6,2.4,3.2
P0065,1,95.8,84.7,83.8,2.6,5.6
P0065,2,100.0,76.0,82.1,2.8,2.5
P0065,3,90.6,87.9,88.7,4.2,2.5
P0065,4,84.0,97.4,81.0,4.0,2.5
P0065,5,81.9,93.5,95.5,1.5,2.4
P0065,6,85.2,91.5,73.7,2.1,2.8
P0065,7,93.9,80.6,92.6,3.9,3.5
P0065,8,92.3,86.9,88.1,3.0,5.0
P0065,9,85.1,91.3,68.4,2.7,2.6
P0065,10,100.0,98.6,88.8,1.0,1.0
P0065,11,93.7,83.7,100.0,5.9,2.2
P0065,12,93.8,92.4,75.1,2.7,2.1
P0066,1,93.1,90.0,70.8,3.5,2.1
P0066,2,95.2,96.5,68.4,3.1,2.0
P0066,3,96.1,97.3,71.2,1.2,1.8
P0066,4,89.4,99.4,79.0,2.7,1.0
P0066,5,80.9,83.0,88.4,5.1,2.4
P0066,6,98.3,93.9,82.2,3.1,2.3
P0066,7,84.0,99.1,79.7,2.1,1.0
P0066,8,90.2,100.0,93.4,4.6,1.5
P0066,9,86.4,70.5,84.8,4.0,5.5
P0066,10,91.7,95.9,86.7,1.0,1.1
P0066,11,91.3,94.5,81.6,2.0,3.2
P0066,12,95.4,100.0,89.8,4.7,1.6
P0067,1,86.1,88.2,76.4,7.6,2.1
P0067,2,84.6,90.3,66.3,2.1,1.6
P0067,3,80.9,90.6,80.7,2.3,2.4
P0067,4,90.6,78.2,77.6,4.6,4.3
P0067,5,92.4,98.8,86.5,4.4,2.1
P0067,6,80.4,82.7,86.8,3.1,3.6
P0067,7,87.6,78.1,72.2,5.0,1.8
P0067,8,86.9,82.9,86.2,2.0,2.5
P0067,9,91.1,86.6,81.4,2.9,1.9
P0067,10,98.7,90.9,84.3,1.0,2.2
P0067,11,76.5,75.9,75.6,3.6,2.5
P0067,12,84.7,99.6,76.2,2.5,1.0
P0068,1,88.9,75.6,66.4,2.9,5.6
P0068,2,80.6,68.4,80.9,3.2,5.0
P0068,3,99.7,80.1,75.5,1.0,3.9
P0068,4,83.3,90.6,85.0,3.2,1.7
P0068,5,93.0,85.4,91.1,4.5,4.2
P0068,6,99.2,81.6,71.5,4.0,2.1
P0068,7,96.0,87.2,66.8,5.5,3.0
P0068,8,98.1,71.7,91.7,5.2,4.6
P0068,9,90.9,71.9,98.2,3.6,4.0
P0068,10,92.8,75.1,67.4,1.5,4.6
P0068,11,97.6,83.3,80.2,2.0,2.7
P0068,12,94.3,89.6,70.3,3.5,3.6
P0069,1,88.9,100.0,78.7,5.0,3.5
P0069,2,83.1,81.3,67.4,3.7,1.4
P0069,3,82.0,93.7,87.5,4.7,1.9
P0069,4,82.7,85.9,84.1,4.8,3.0
P0069,5,96.4,94.2,73.7,1.0,3.4
P0069,6,90.4,96.7,91.4,2.4,3.0
P0069,7,81.6,73.2,88.7,4.5,5.7
P0069,8,94.1,77.4,64.0,4.6,4.0
P0069,9,100.0,83.5,76.4,5.3,1.0
P0069,10,80.9,77.0,71.6,3.7,4.8
P0069,11,89.5,87.1,82.7,5.3,2.9
P0069,12,90.7,89.8,74.8,4.3,3.8
P0070,1,99.7,100.0,73.2,1.4,1.0
P0070,2,93.6,94.2,73.6,3.1,2.6
P0070,3,92.3,92.3,88.6,2.9,2.5
P0070,4,100.0,97.5,76.6,3.4,1.0
P0070,5,87.6,75.6,91.8,1.0,4.4
P0070,6,86.0,100.0,69.8,4.8,2.4
P0070,7,92.2,100.0,64.9,1.0,1.3
P0070,8,92.5,91.5,99.9,1.0,2.1
P0070,9,89.4,80.0,80.7,5.7,4.4
P0070,10,81.1,85.7,96.7,3.7,2.0
P0070,11,100.0,92.7,75.3,2.3,2.5
P0070,12,99.3,100.0,85.9,4.3,2.3
P0071,1,92.6,67.7,96.1,4.2,2.8
P0071,2,86.0,91.6,76.5,3.8,2.2
P0071,3,89.3,82.2,87.8,2.3,3.8
P0071,4,95.1,71.4,62.5,1.0,4.7
P0071,5,76.8,88.9,83.0,1.9,5.0
P0071,6,85.5,77.0,91.7,4.4,3.7
P0071,7,83.4,80.5,78.7,3.2,3.3
P0071,8,95.9,76.9,90.3,3.0,2.5
P0071,9,86.8,91.0,76.0,2.7,1.2
P0071,10,83.8,88.5,89.5,2.9,2.8
P0071,11,82.4,87.9,84.5,5.9,2.8
P0071,12,91.7,86.9,60.5,2.7,5.0
P0072,1,96.0,76.8,78.7,2.2,5.4
P0072,2,93.8,60.1,64.2,1.6,4.9
P0072,3,89.4,83.7,64.4,5.8,3.8
P0072,4,86.9,68.3,69.2,4.6,4.5
P0072,5,85.5,70.3,74.2,3.8,3.8
P0072,6,91.5,75.1,70.9,2.7,2.2
P0072,7,94.5,63.0,76.7,2.3,7.1
P0072,8,91.7,74.4,76.0,2.2,5.0
P0072,9,96.4,77.4,66.2,3.7,3.4
P0072,10,82.9,64.3,86.8,3.3,4.0
P0072,11,95.7,80.4,91.6,4.3,3.2
P0072,12,86.9,76.8,67.5,5.2,4.5
P0073,1,82.0,98.9,86.0,5.2,1.8
P0073,2,87.0,79.5,82.6,3.0,2.0
P0073,3,89.7,89.6,88.0,1.0,2.0
P0073,4,81.3,90.1,73.8,4.1,2.8
P0073,5,80.7,87.5,65.0,3.1,2.5
P0073,6,80.1,100.0,81.3,4.0,1.0
P0073,7,90.1,92.8,92.0,4.0,1.8
P0073,8,97.6,85.4,84.4,3.5,3.9
P0073,9,96.6,88.6,90.1,5.0,2.6
P0073,10,81.1,99.5,83.7,4.8,3.5
P0073,11,100.0,92.7,85.7,2.6,2.0
P0073,12,97.2,80.3,82.5,4.8,2.7
P0074,1,87.0,79.1,81.5,3.2,3.5
P0074,2,100.0,67.2,70.3,2.8,3.6
P0074,3,89.5,74.9,82.5,4.0,3.3
P0074,4,90.7,69.1,74.5,6.0,2.9
P0074,5,98.5,86.1,59.6,5.2,2.6
P0074,6,90.0,87.4,92.4,1.9,3.1
P0074,7,91.9,77.5,89.2,2.2,4.2
P0074,8,91.0,58.7,100.0,4.6,5.8
P0074,9,90.6,73.4,78.0,3.8,4.2
P0074,10,100.0,83.8,75.1,3.7,3.9
P0074,11,99.7,67.4,100.0,2.3,3.6
P0074,12,95.8,66.6,90.9,2.5,4.8
P0075,1,79.0,79.0,81.7,4.8,3.5
P0075,2,97.9,86.4,79.1,5.1,2.0
P0075,3,79.9,71.8,74.9,1.7,5.9
P0075,4,95.1,62.4,86.5,2.5,6.0
P0075,5,86.3,79.4,92.5,3.3,3.5
P0075,6,84.0,77.2,73.6,1.0,4.1
P0075,7,92.2,84.4,73.0,3.9,2.4
P0075,8,84.5,77.4,65.9,3.3,4.8
P0075,9,90.5,77.3,99.0,4.7,3.4
P0075,10,93.2,76.9,77.6,5.0,3.9
P0075,11,74.3,88.0,75.0,4.3,3.4
P0075,12,91.8,86.9,72.3,1.8,3.4
P0076,1,91.0,85.1,73.8,2.6,1.9
P0076,2,80.0,91.0,90.3,3.7,1.9
P0076,3,86.2,76.8,85.7,4.9,2.6
P0076,4,89.3,60.7,68.0,3.3,4.3
P0076,5,94.5,76.7,81.5,1.8,3.1
P0076,6,87.8,84.0,68.4,4.0,2.8
P0076,7,91.9,91.0,83.9,1.7,1.9
P0076,8,91.5,71.2,89.5,7.6,4.4
P0076,9,90.0,75.5,84.9,4.8,2.3
P0076,10,94.0,72.6,93.2,5.1,3.1
P0076,11,88.5,75.7,74.3,4.4,3.7
P0076,12,92.5,79.0,91.2,4.4,1.4
P0077,1,92.2,86.2,79.3,5.1,3.9
P0077,2,91.7,93.2,78.1,2.0,2.9
P0077,3,83.5,97.4,68.1,4.3,3.1
P0077,4,81.4,91.3,64.3,4.1,1.2
P0077,5,87.7,73.9,76.0,2.2,5.2
P0077,6,88.9,88.2,87.3,5.8,2.0
P0077,7,88.1,80.5,84.9,3.4,5.4
P0077,8,87.0,87.7,92.5,4.1,2.4
P0077,9,100.0,83.9,82.9,2.4,5.2
P0077,10,91.3,83.0,91.8,3.3,1.5
P0077,11,83.7,98.7,84.5,1.0,1.9
P0077,12,85.5,96.6,87.8,4.5,1.0
P0078,1,96.7,89.8,79.4,4.2,2.0
P0078,2,92.1,84.1,73.9,1.1,4.4
P0078,3,95.0,82.6,73.6,1.6,3.0
P0078,4,91.9,87.7,87.1,4.1,3.3
P0078,5,92.7,90.8,74.4,5.3,2.4
P0078,6,93.2,100.0,55.4,4.6,2.7
P0078,7,94.1,80.0,74.7,3.0,2.6
P0078,8,89.9,91.6,87.9,3.1,3.2
P0078,9,90.0,91.8,68.3,4.1,5.0
P0078,10,86.6,82.5,82.6,2.1,2.7
P0078,11,94.5,83.0,86.1,4.8,4.4
P0078,12,93.2,96.4,66.1,3.5,2.6
P0079,1,88.7,91.9,86.2,4.8,1.8
P0079,2,85.2,89.6,94.0,1.8,3.5
P0079,3,85.9,100.0,88.1,1.0,2.0
P0079,4,89.8,86.0,82.3,5.5,1.8
P0079,5,97.6,95.0,79.8,1.4,2.0
P0079,6,96.4,100.0,87.8,3.0,2.1
P0079,7,84.6,90.8,77.8,1.7,2.4
P0079,8,97.7,91.1,87.6,4.2,1.0
P0079,9,74.7,82.1,70.3,4.7,5.5
P0079,10,85.8,83.1,84.7,3.6,2.9
P0079,11,89.9,96.3,76.6,5.3,3.1
P0079,12,85.7,100.0,92.4,1.5,1.5
P0080,1,100.0,84.0,70.9,2.3,3.9
P0080,2,95.6,100.0,95.1,3.5,1.0
P0080,3,97.4,100.0,85.2,2.8,2.6
P0080,4,81.3,94.3,98.4,3.4,1.2
P0080,5,85.2,99.9,81.9,1.0,1.1
P0080,6,90.7,80.5,66.5,2.0,3.8
P0080,7,89.2,79.3,84.5,2.6,3.2
P0080,8,95.1,88.5,93.7,2.4,1.4
P0080,9,100.0,97.4,88.6,6.3,1.1
P0080,10,96.7,88.9,79.2,1.5,1.2
P0080,11,81.9,94.5,59.6,6.2,2.4
P0080,12,85.6,96.6,80.3,2.4,4.9
P0081,1,86.5,64.3,74.3,3.4,6.9
P0081,2,89.3,70.5,92.5,1.8,4.8
P0081,3,88.9,65.9,76.2,3.0,5.7
P0081,4,100.0,56.8,94.8,1.4,6.5
P0081,5,95.6,69.6,83.3,5.7,4.3
P0081,6,89.3,82.0,58.2,3.4,4.7
P0081,7,83.6,75.6,83.9,1.0,4.6
P0081,8,93.0,85.6,98.1,1.6,2.8
P0081,9,79.8,93.9,58.5,2.9,3.0
P0081,10,92.5,78.6,79.5,6.8,4.1
P0081,11,96.4,79.9,86.6,1.9,1.2
P0081,12,84.8,73.2,66.1,5.7,5.2
P0082,1,79.3,100.0,68.3,3.9,1.0
P0082,2,84.1,93.5,75.9,4.1,3.0
P0082,3,90.9,88.7,60.0,5.4,4.1
P0082,4,93.6,81.3,94.4,4.8,4.4
P0082,5,100.0,94.8,76.5,4.7,1.8
P0082,6,85.4,100.0,67.7,5.1,3.3
P0082,7,88.4,96.4,64.1,4.6,2.5
P0082,8,100.0,91.7,75.6,3.2,1.3
P0082,9,89.7,100.0,85.6,4.7,2.2
P0082,10,100.0,81.6,80.1,3.6,1.8
P0082,11,87.0,100.0,90.7,2.6,1.5
P0082,12,95.4,100.0,68.6,1.3,1.2
P0083,1,96.6,75.7,100.0,1.8,4.0
P0083,2,96.3,74.3,97.4,1.8,3.3
P0083,3,77.6,92.1,74.3,4.1,2.6
P0083,4,83.4,84.4,68.1,5.4,3.6
P0083,5,91.5,82.6,81.9,4.5,1.0
P0083,6,86.0,60.1,83.5,4.8,6.8
P0083,7,83.6,83.4,92.1,6.0,3.0
P0083,8,81.0,91.5,100.0,3.1,3.4
P0083,9,87.2,83.0,59.1,3.2,4.0
P0083,10,93.6,82.1,61.0,4.6,5.2
P0083,11,86.2,92.2,79.4,4.4,2.3
P0083,12,83.7,76.4,85.1,4.3,2.7
P0084,1,81.3,74.1,83.6,4.7,2.6
P0084,2,95.8,73.0,89.1,3.7,2.9
P0084,3,95.6,73.8,84.7,6.4,4.0
P0084,4,89.4,75.2,76.3,4.7,3.3
P0084,5,92.4,63.9,85.7,3.3,4.0
P0084,6,89.4,78.8,75.2,4.0,2.8
P0084,7,84.9,63.6,81.7,3.6,6.4
P0084,8,79.4,72.4,80.8,2.4,1.8
P0084,9,85.5,67.2,69.3,1.0,6.2
P0084,10,91.5,83.8,73.6,5.4,3.7
P0084,11,93.1,72.1,69.3,2.0,2.9
P0084,12,99.1,65.5,83.6,3.5,3.9
P0085,1,79.3,81.4,91.4,4.4,3.7
P0085,2,89.8,99.0,73.2,3.6,2.2
P0085,3,96.5,86.2,76.7,3.3,2.8
P0085,4,93.4,87.7,57.0,2.1,5.3
P0085,5,87.6,83.6,74.2,2.3,2.9
P0085,6,100.0,100.0,67.1,2.8,1.6
P0085,7,87.7,96.4,90.9,3.2,1.0
P0085,8,79.6,94.1,89.5,2.6,2.6
P0085,9,83.9,83.4,80.5,3.8,3.5
P0085,10,81.7,95.0,63.4,1.0,1.0
P0085,11,77.7,90.0,69.2,2.1,3.6
P0085,12,96.8,93.8,60.6,4.5,1.5
P0086,1,100.0,65.6,74.2,7.8,5.8
P0086,2,97.5,76.6,81.9,5.3,3.3
P0086,3,98.7,68.7,89.9,3.0,2.1
P0086,4,79.3,78.7,71.2,5.4,3.3
P0086,5,92.0,93.4,77.6,5.0,2.4
P0086,6,79.3,69.8,65.8,4.8,4.8
P0086,7,89.1,76.7,86.1,6.6,2.7
P0086,8,79.8,63.6,53.7,3.6,3.4
P0086,9,94.8,70.6,100.0,5.7,3.7
P0086,10,90.1,86.8,83.2,3.4,3.6
P0086,11,95.8,78.3,89.2,1.0,3.7
P0086,12,87.0,72.7,78.2,2.8,3.1
P0087,1,93.2,72.4,78.0,3.0,4.0
P0087,2,92.1,80.4,73.7,2.3,2.2
P0087,3,86.5,85.5,69.4,1.6,2.9
P0087,4,95.0,84.5,81.8,3.9,2.0
P0087,5,86.9,92.5,50.0,3.4,2.5
P0087,6,80.4,81.5,89.2,3.3,3.8
P0087,7,86.8,71.5,90.8,2.9,4.4
P0087,8,100.0,82.9,100.0,3.6,4.3
P0087,9,80.0,80.3,76.6,5.6,3.0
P0087,10,92.8,61.7,75.1,2.5,3.9
P0087,11,89.5,79.8,72.0,2.2,4.3
P0087,12,89.0,79.9,56.3,3.7,3.3
P0088,1,94.0,84.7,72.2,3.7,2.9
P0088,2,95.5,91.1,67.1,5.0,1.7
P0088,3,85.5,100.0,87.2,3.3,2.8
P0088,4,86.2,95.2,100.0,4.9,3.1
P0088,5,93.2,100.0,84.1,2.4,2.3
P0088,6,95.5,92.3,66.7,6.4,2.9
P0088,7,93.9,79.5,78.5,3.0,4.7
P0088,8,90.7,100.0,68.4,6.1,1.6
P0088,9,92.0,96.8,89.1,2.9,1.9
P0088,10,94.5,96.2,65.9,4.8,2.5
P0088,11,93.1,94.6,87.8,4.8,1.0
P0088,12,90.2,93.4,78.8,3.0,1.5
P0089,1,100.0,94.7,80.4,7.2,1.0
P0089,2,85.8,74.9,84.3,1.5,3.3
P0089,3,91.8,99.0,71.5,2.8,1.6
P0089,4,89.4,97.7,76.7,3.5,3.3
P0089,5,82.0,85.5,68.1,1.0,2.6
P0089,6,86.7,100.0,87.2,4.9,3.0
P0089,7,96.5,95.0,87.0,3.5,2.4
P0089,8,93.2,87.7,77.3,3.6,3.1
P0089,9,83.3,82.9,73.3,4.5,1.7
P0089,10,87.5,99.9,75.2,5.1,2.0
P0089,11,81.6,89.6,92.5,3.6,2.8
P0089,12,89.3,94.4,72.0,3.1,2.4
P0090,1,98.0,65.6,86.7,5.5,6.0
P0090,2,81.4,66.9,75.5,3.1,3.5
P0090,3,83.2,72.1,74.7,2.3,5.2
