personnel_id,week,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion
P0045,8,6.6,5.6,5.5,8.7,4.8
P0045,9,7.1,4.5,4.8,6.1,6.5
P0045,10,6.7,4.4,4.4,5.2,2.4
P0045,11,6.2,6.3,2.9,6.8,4.1
P0045,12,7.2,3.3,8.7,4.7,6.6
P0046,1,5.8,6.7,7.6,4.2,7.9
P0046,2,7.1,7.1,3.9,8.1,4.8
P0046,3,7.1,6.1,5.8,6.2,5.2
P0046,4,6.8,6.6,7.5,4.5,5.7
P0046,5,7.0,5.4,7.5,5.6,7.7
P0046,6,6.6,4.9,6.5,5.5,5.0
P0046,7,6.7,4.4,7.6,5.6,7.9
P0046,8,7.7,5.4,7.1,3.9,6.5
P0046,9,6.1,5.7,5.3,4.4,5.1
P0046,10,7.2,5.6,6.7,3.7,6.1
P0046,11,7.1,4.9,6.0,4.7,5.5
P0046,12,7.9,5.0,4.7,5.1,5.4
P0047,1,7.6,3.9,2.4,8.4,2.9
P0047,2,7.6,3.2,4.3,7.5,3.4
P0047,3,8.7,3.9,7.1,5.3,6.9
P0047,4,7.9,2.5,5.1,7.2,3.6
P0047,5,6.6,5.2,4.1,7.1,4.8
P0047,6,7.8,3.7,1.0,7.6,1.0
P0047,7,7.2,3.4,8.0,3.4,6.9
P0047,8,7.3,4.1,1.6,6.6,3.5
P0047,9,7.1,5.9,3.6,6.5,4.0
P0047,10,7.9,2.6,6.2,7.1,5.8
P0047,11,8.0,2.4,5.6,5.8,4.6
P0047,12,5.6,3.2,3.1,6.1,4.7
P0048,1,6.6,6.3,6.8,3.9,6.9
P0048,2,7.1,4.9,4.8,5.4,4.9
P0048,3,7.5,5.6,6.3,5.0,5.7
P0048,4,7.6,5.7,6.7,5.6,6.5
P0048,5,5.0,7.6,4.5,5.4,6.0
P0048,6,8.3,4.1,6.6,6.4,5.1
P0048,7,7.8,4.6,7.1,5.1,7.3
P0048,8,8.1,2.4,5.7,6.4,4.8
P0048,9,6.2,7.2,6.2,5.8,6.3
P0048,10,6.9,5.8,3.7,6.4,5.3
P0048,11,5.8,5.4,5.5,5.0,5.0
P0048,12,7.1,5.9,5.7,4.0,5.8
P0049,1,6.9,2.1,3.2,5.9,3.0
P0049,2,7.1,3.5,3.7,7.5,2.8
P0049,3,6.0,5.5,3.7,6.3,3.6
P0049,4,7.8,1.8,5.2,7.2,3.9
P0049,5,7.1,2.5,1.4,8.7,1.8
P0049,6,8.5,1.0,4.3,6.0,3.2
P0049,7,7.5,3.1,2.0,7.6,1.4
P0049,8,6.2,3.1,2.7,6.3,2.4
P0049,9,7.0,3.3,2.8,7.6,3.2
P0049,10,7.9,2.7,1.0,9.4,2.5
P0049,11,6.7,2.1,6.1,6.5,5.1
P0049,12,6.0,4.9,4.0,8.1,3.8
P0050,1,7.3,2.7,4.4,5.8,3.6
P0050,2,7.5,2.5,3.1,6.4,2.3
P0050,3,8.4,3.7,6.6,5.4,4.9
P0050,4,7.5,3.2,4.4,6.8,4.7
P0050,5,7.5,3.1,5.1,5.2,4.1
P0050,6,7.6,3.3,8.8,2.9,6.5
P0050,7,7.4,3.4,2.8,7.0,2.5
P0050,8,7.1,4.2,5.0,7.1,4.4
P0050,9,5.4,7.1,5.6,6.5,5.9
P0050,10,6.7,4.9,5.0,5.7,5.4
P0050,11,7.1,4.4,3.3,7.2,3.2
P0050,12,9.0,2.3,4.5,6.2,4.8
P0051,1,7.5,1.6,4.5,5.7,3.4
P0051,2,8.0,3.0,6.2,6.1,5.0
P0051,3,6.7,2.2,3.9,7.5,2.2
P0051,4,6.9,3.3,6.7,5.4,4.9
P0051,5,6.8,3.0,3.0,7.2,3.3
P0051,6,8.3,1.3,5.7,5.6,5.9
P0051,7,6.2,4.3,5.1,4.5,3.3
P0051,8,7.2,3.1,3.1,5.3,4.5
P0051,9,6.8,1.8,1.0,7.3,1.8
P0051,10,6.6,5.0,3.5,5.1,4.6
P0051,11,7.4,2.7,3.8,7.5,3.5
P0051,12,7.0,4.2,3.5,4.6,3.8
P0052,1,6.8,6.3,4.7,6.5,3.8
P0052,2,5.9,6.2,7.4,4.9,7.4
P0052,3,6.1,3.8,4.6,6.1,3.4
P0052,4,6.9,4.7,8.4,5.4,6.3
P0052,5,6.6,7.6,7.9,4.7,8.0
P0052,6,6.7,7.8,7.3,5.2,7.1
P0052,7,7.8,3.6,6.1,5.5,4.3
P0052,8,6.9,5.8,3.1,7.3,4.1
P0052,9,7.9,2.0,6.7,4.1,5.4
P0052,10,5.7,7.8,6.2,5.6,6.0
P0052,11,6.0,6.3,5.0,5.0,6.7
P0052,12,7.4,4.7,5.3,5.3,5.5
P0053,1,6.1,2.9,4.4,6.2,4.4
P0053,2,6.5,5.6,4.2,7.1,5.9
P0053,3,7.7,3.7,7.9,3.7,5.8
P0053,4,6.8,2.6,5.2,6.2,4.3
P0053,5,6.1,5.4,4.3,4.8,4.5
P0053,6,6.9,5.9,4.2,5.8,3.9
P0053,7,6.5,4.7,6.6,5.4,6.4
P0053,8,7.3,6.9,4.0,7.5,5.0
P0053,9,6.3,4.8,5.0,6.1,5.2
P0053,10,6.3,3.9,4.4,6.7,4.1
P0053,11,6.2,6.0,5.8,5.2,5.3
P0053,12,6.9,5.3,5.0,6.4,6.2
P0054,1,7.4,6.3,6.5,5.6,7.8
P0054,2,7.2,3.7,6.2,4.7,5.1
P0054,3,6.9,6.7,3.2,5.8,7.0
P0054,4,5.8,7.3,5.1,6.0,4.2
P0054,5,7.7,6.0,7.6,3.2,7.2
P0054,6,8.7,4.0,6.4,4.8,4.8
P0054,7,6.7,4.6,6.5,5.2,6.2
P0054,8,5.9,6.7,6.1,4.2,6.4
P0054,9,4.9,6.7,7.3,3.6,7.7
P0054,10,6.0,5.0,4.9,6.7,4.8
P0054,11,6.9,5.0,4.4,5.9,3.0
P0054,12,6.2,6.4,5.3,6.5,5.2
P0055,1,7.8,3.9,2.2,8.3,3.8
P0055,2,7.3,4.4,5.0,3.9,5.0
P0055,3,5.5,6.5,3.4,6.7,3.6
P0055,4,8.7,2.8,6.2,7.4,5.6
P0055,5,6.6,3.3,4.8,6.3,2.5
P0055,6,8.2,1.7,6.0,3.8,4.5
P0055,7,6.3,4.2,3.9,4.4,4.3
P0055,8,6.7,4.7,4.9,7.6,2.9
P0055,9,7.4,3.4,3.5,4.8,4.8
P0055,10,7.7,2.8,7.2,6.6,5.5
P0055,11,6.8,3.9,6.0,4.3,5.3
P0055,12,7.1,5.8,7.1,3.5,7.5
P0056,1,7.9,2.8,3.8,4.9,3.8
P0056,2,6.5,5.9,5.4,6.8,7.3
P0056,3,6.4,2.0,3.5,6.4,4.6
P0056,4,6.7,5.1,3.9,4.7,4.1
P0056,5,7.0,4.5,4.7,6.1,6.2
P0056,6,6.1,5.4,5.4,6.5,4.7
P0056,7,8.1,1.7,3.5,6.1,3.6
P0056,8,7.8,2.3,5.7,5.5,4.7
P0056,9,6.9,6.7,5.8,6.5,6.4
P0056,10,6.6,4.6,6.4,6.4,6.4
P0056,11,6.8,5.2,3.6,5.8,3.9
P0056,12,6.1,5.5,6.9,4.7,7.7
P0057,1,6.8,3.3,6.6,4.7,4.5
P0057,2,8.2,2.0,5.2,4.9,5.1
P0057,3,7.9,2.1,6.4,3.9,5.9
P0057,4,7.8,3.8,4.9,5.1,4.7
P0057,5,7.4,1.7,5.3,4.9,2.9
P0057,6,5.8,5.5,2.8,6.5,2.8
P0057,7,8.1,2.4,3.8,6.3,2.8
P0057,8,6.6,4.5,7.7,7.1,7.6
P0057,9,6.6,3.6,3.4,6.6,3.7
P0057,10,7.0,5.5,2.3,7.4,4.7
P0057,11,6.7,4.3,4.5,5.3,4.5
P0057,12,5.1,6.3,2.9,7.4,3.8
P0058,1,7.2,4.4,5.6,7.3,4.6
P0058,2,8.9,2.2,7.3,7.2,3.5
P0058,3,7.2,4.1,4.1,4.8,3.8
P0058,4,7.5,3.9,2.2,8.1,3.0
P0058,5,8.9,1.7,2.1,6.0,1.7
P0058,6,6.9,4.5,6.0,5.8,5.7
P0058,7,7.4,2.4,2.4,6.8,3.0
P0058,8,5.9,4.8,4.6,7.7,4.6
P0058,9,6.3,3.8,2.1,5.5,3.7
P0058,10,6.6,4.9,7.5,4.8,6.2
P0058,11,7.3,5.0,5.3,6.5,5.8
P0058,12,7.5,4.0,4.3,5.5,4.3
P0059,1,7.1,4.4,6.2,4.7,5.6
P0059,2,6.8,3.8,6.0,6.0,5.1
P0059,3,7.4,1.1,3.8,7.2,2.5
P0059,4,6.5,2.9,4.9,4.4,3.7
P0059,5,7.4,3.1,5.4,5.5,4.3
P0059,6,8.5,1.8,5.0,4.7,4.5
P0059,7,7.1,3.8,4.2,5.0,2.2
P0059,8,8.3,1.6,2.1,6.7,2.1
P0059,9,7.5,2.1,5.9,5.8,4.7
P0059,10,6.8,3.9,4.0,6.7,4.2
P0059,11,7.0,2.8,4.4,6.8,3.7
P0059,12,7.4,3.6,5.6,5.6,4.7
P0060,1,7.1,3.6,2.9,5.6,4.6
P0060,2,6.9,4.2,4.5,4.9,3.9
P0060,3,6.6,3.4,1.0,8.2,1.3
P0060,4,6.3,4.7,5.7,6.8,5.4
P0060,5,7.5,3.8,4.4,5.8,4.5
P0060,6,6.5,4.8,3.7,6.0,4.9
P0060,7,7.1,3.1,4.8,5.3,3.8
P0060,8,6.7,4.7,6.4,4.9,7.7
P0060,9,7.2,2.8,4.6,5.2,4.2
P0060,10,6.3,4.2,4.7,5.0,3.9
P0060,11,5.6,3.8,4.0,6.1,3.3
P0060,12,7.7,2.4,2.4,8.6,1.0
P0061,1,7.5,4.3,4.1,6.5,4.3
P0061,2,7.1,4.5,6.5,4.6,4.9
P0061,3,7.4,3.9,4.2,7.1,4.2
P0061,4,7.3,4.8,5.3,5.3,4.4
P0061,5,6.6,4.9,4.1,7.9,3.7
P0061,6,7.5,5.3,4.4,6.2,3.5
P0061,7,8.3,3.2,8.1,4.8,7.0
P0061,8,6.9,5.3,4.3,6.5,5.3
P0061,9,7.6,3.8,7.6,3.8,7.4
P0061,10,7.5,3.1,6.7,3.3,7.0
P0061,11,7.0,3.9,5.2,5.6,5.4
P0061,12,7.6,4.9,7.2,7.0,6.2
P0062,1,7.8,5.2,7.7,3.4,7.2
P0062,2,7.8,5.3,5.8,6.0,6.2
P0062,3,6.1,7.5,4.8,5.0,6.5
P0062,4,6.7,4.6,6.7,4.9,6.8
P0062,5,7.4,6.1,4.4,7.7,4.4
P0062,6,6.5,6.2,4.2,5.9,5.2
P0062,7,5.7,5.9,8.0,5.2,7.9
P0062,8,5.7,7.4,5.7,5.0,4.9
P0062,9,6.9,6.3,4.6,7.3,5.8
P0062,10,7.3,5.9,5.8,6.6,6.3
P0062,11,7.9,4.3,4.1,6.9,4.1
P0062,12,6.2,4.7,5.8,7.1,5.3
P0063,1,8.2,4.9,5.6,5.3,5.6
P0063,2,7.5,3.6,6.6,6.2,5.2
P0063,3,7.4,4.4,7.9,5.9,8.1
P0063,4,5.6,7.8,4.5,5.7,5.4
P0063,5,6.9,5.9,7.6,6.3,8.0
P0063,6,7.7,3.2,7.1,5.1,5.8
P0063,7,6.9,5.1,5.2,5.0,5.3
P0063,8,7.0,2.9,4.4,5.0,3.2
P0063,9,6.7,2.7,5.5,7.2,3.8
P0063,10,5.9,3.9,6.1,4.6,4.6
P0063,11,7.2,3.7,3.2,6.5,3.7
P0063,12,7.7,3.5,2.0,8.0,2.2
P0064,1,6.2,7.1,5.2,5.4,6.2
P0064,2,6.4,8.1,5.3,5.6,5.5
P0064,3,6.9,6.8,8.9,3.8,8.5
P0064,4,7.4,5.4,5.3,3.4,6.3
P0064,5,6.9,5.5,8.6,3.5,8.4
P0064,6,7.1,4.1,5.5,6.4,4.7
P0064,7,7.2,4.5,9.4,4.6,7.7
P0064,8,5.9,8.7,7.4,4.9,8.6
P0064,9,6.0,8.7,9.6,4.6,8.0
P0064,10,6.6,6.1,7.8,2.8,7.4
P0064,11,7.9,3.8,6.1,6.4,5.6
P0064,12,7.0,5.1,6.5,6.5,7.1
P0065,1,7.6,3.0,3.9,4.9,4.1
P0065,2,6.6,5.2,2.8,6.6,2.1
P0065,3,5.2,5.4,3.4,4.5,3.4
P0065,4,7.7,2.8,5.2,6.4,4.6
P0065,5,7.1,2.5,3.9,6.2,4.4
P0065,6,6.5,4.8,5.2,5.3,4.1
P0065,7,6.8,4.4,4.4,7.2,5.1
P0065,8,6.9,2.9,3.3,6.0,2.2
P0065,9,7.0,4.6,4.5,5.6,5.7
P0065,10,7.4,3.3,4.9,5.8,3.3
P0065,11,6.1,4.4,4.4,6.7,3.8
P0065,12,7.2,5.1,3.4,7.0,5.1
P0066,1,6.3,5.6,6.0,5.2,5.4
P0066,2,7.6,2.2,5.0,5.7,3.5
P0066,3,7.0,5.5,8.5,2.7,7.6
P0066,4,5.9,5.8,6.0,5.4,7.0
P0066,5,6.3,5.9,7.8,6.3,6.6
P0066,6,7.3,5.8,3.3,6.0,3.3
P0066,7,7.0,4.1,5.0,5.0,3.7
P0066,8,7.2,4.9,6.0,7.3,6.1
P0066,9,6.3,6.2,5.5,3.8,6.1
P0066,10,7.7,4.9,3.1,6.7,5.1
P0066,11,7.3,5.2,6.3,4.9,5.6
P0066,12,7.9,4.8,7.4,3.3,6.7
P0067,1,6.1,5.6,4.1,6.1,4.4
P0067,2,5.9,4.2,4.5,5.7,4.7
P0067,3,5.5,6.9,4.9,6.4,5.0
P0067,4,7.3,2.4,3.6,5.1,3.0
P0067,5,7.2,3.3,5.3,6.2,4.4
P0067,6,6.8,4.3,5.8,4.5,6.2
P0067,7,6.7,4.5,2.7,5.3,2.9
P0067,8,6.1,4.2,4.6,6.2,6.4
P0067,9,7.4,4.9,4.1,6.8,4.4
P0067,10,7.3,3.9,5.0,7.1,7.2
P0067,11,7.2,3.9,3.2,6.9,4.5
P0067,12,7.0,4.1,3.6,7.6,3.5
P0068,1,7.4,3.4,3.7,7.1,2.9
P0068,2,5.2,4.9,4.2,4.7,3.3
P0068,3,6.9,5.1,3.5,6.2,3.8
P0068,4,7.2,4.8,3.5,4.8,3.1
P0068,5,7.9,5.1,2.7,7.2,2.4
P0068,6,8.1,3.1,7.3,5.7,5.6
P0068,7,7.7,3.3,4.4,6.5,3.6
P0068,8,5.0,5.4,4.1,5.0,5.2
P0068,9,5.9,4.8,4.5,5.3,3.4
P0068,10,7.3,3.7,7.1,5.3,6.8
P0068,11,6.6,5.6,7.7,4.4,6.3
P0068,12,6.4,4.8,6.2,3.2,5.1
P0069,1,7.5,3.6,4.0,6.2,4.3
P0069,2,7.1,4.8,4.8,5.7,4.6
P0069,3,6.9,3.0,4.3,6.5,4.3
P0069,4,6.7,3.8,3.1,5.6,2.6
P0069,5,6.7,4.6,3.7,4.8,3.7
P0069,6,6.3,4.4,4.5,5.9,3.7
P0069,7,5.9,4.4,4.5,8.0,4.5
P0069,8,6.0,4.0,4.8,7.2,4.2
P0069,9,6.8,4.9,6.8,6.0,4.9
P0069,10,7.4,2.4,4.6,6.2,3.1
P0069,11,6.6,2.6,3.4,5.9,2.8
P0069,12,7.5,4.1,2.7,6.6,3.0
P0070,1,6.2,6.2,7.2,4.5,6.6
P0070,2,5.5,6.9,9.4,3.7,8.2
P0070,3,6.6,7.6,6.6,5.9,6.7
P0070,4,7.1,3.1,5.7,6.0,5.0
P0070,5,7.2,5.5,7.6,2.4,6.8
P0070,6,8.5,2.8,8.8,4.4,6.6
P0070,7,7.1,5.2,6.3,5.9,5.3
P0070,8,6.4,5.3,6.6,2.6,5.8
P0070,9,8.5,5.4,4.6,6.5,5.0
P0070,10,8.7,3.9,3.1,4.9,4.7
P0070,11,5.9,5.3,8.5,5.0,7.6
P0070,12,7.0,5.6,7.2,5.2,7.9
P0071,1,8.0,1.8,5.2,5.9,3.6
P0071,2,6.5,5.9,7.0,3.8,6.4
P0071,3,8.5,1.1,3.8,6.8,3.8
P0071,4,7.3,1.1,3.7,6.6,2.3
P0071,5,7.5,4.3,4.3,5.9,3.2
P0071,6,7.6,1.7,8.5,2.5,7.0
P0071,7,6.1,3.8,4.0,6.1,4.0
P0071,8,7.3,3.5,5.1,5.5,5.0
P0071,9,7.5,2.7,6.2,4.3,3.3
P0071,10,6.2,5.1,1.0,8.7,4.3
P0071,11,6.4,4.8,7.8,4.9,7.3
P0071,12,8.5,2.3,3.6,7.3,4.2
P0072,1,6.4,5.9,3.6,4.9,4.8
P0072,2,5.7,2.6,3.5,6.3,3.6
P0072,3,8.0,2.3,4.6,6.1,4.2
P0072,4,7.0,3.8,4.7,5.9,3.6
P0072,5,7.1,4.0,1.2,8.8,3.0
P0072,6,7.6,3.0,3.5,6.4,3.5
P0072,7,5.7,4.4,2.5,5.9,2.9
P0072,8,7.3,4.0,2.7,6.4,3.5
P0072,9,6.8,4.1,1.3,9.2,2.6
P0072,10,7.3,3.2,5.3,3.8,4.7
P0072,11,7.5,4.1,3.4,6.7,3.9
P0072,12,7.2,3.1,4.3,6.6,4.4
P0073,1,6.3,5.5,5.4,3.6,5.3
P0073,2,6.9,2.4,6.0,4.7,3.7
P0073,3,6.9,5.7,1.0,8.1,1.5
P0073,4,6.9,2.8,4.3,6.7,4.1
P0073,5,5.7,4.8,2.9,4.2,4.1
P0073,6,7.0,6.6,5.9,6.5,5.9
P0073,7,7.5,4.5,4.9,7.4,4.7
P0073,8,8.6,4.2,4.5,6.3,3.4
P0073,9,7.9,6.3,5.1,5.8,5.4
P0073,10,6.8,4.1,4.2,5.8,4.3
P0073,11,7.6,3.3,4.6,7.5,4.2
P0073,12,5.8,6.2,5.9,4.6,6.1
P0074,1,6.4,2.1,1.0,8.2,1.3
P0074,2,7.0,2.3,2.1,6.5,2.1
P0074,3,6.8,3.5,4.7,4.3,4.7
P0074,4,7.4,3.6,3.3,6.5,2.2
P0074,5,7.4,1.0,1.8,7.4,1.3
P0074,6,6.2,4.6,1.4,8.0,2.6
P0074,7,7.6,2.8,2.7,6.1,4.0
P0074,8,8.6,1.0,1.9,5.6,2.6
P0074,9,5.7,4.7,1.0,5.0,3.8
P0074,10,6.8,1.0,4.1,7.4,3.1
P0074,11,7.7,1.0,2.9,6.3,1.9
P0074,12,7.3,2.1,4.2,6.5,3.5
P0075,1,6.3,5.5,4.7,6.0,3.7
P0075,2,7.0,4.6,6.0,7.4,5.4
P0075,3,6.6,6.0,4.6,7.8,5.0
P0075,4,7.7,4.0,2.2,8.6,2.5
P0075,5,7.5,4.2,3.5,5.4,2.6
P0075,6,7.1,4.2,6.5,3.3,6.9
P0075,7,7.5,4.4,5.5,4.9,4.4
P0075,8,6.7,5.5,5.8,5.5,6.4
P0075,9,6.3,4.0,5.8,7.8,5.0
P0075,10,7.7,1.7,2.8,6.1,1.8
P0075,11,6.4,5.5,2.9,6.6,4.1
P0075,12,7.5,3.6,4.8,5.3,4.1
P0076,1,6.5,5.5,4.4,4.7,4.2
P0076,2,6.8,2.1,3.7,5.6,3.5
P0076,3,7.0,3.9,2.6,6.4,1.6
P0076,4,7.4,3.8,1.5,5.9,2.7
P0076,5,7.3,2.1,3.2,6.3,4.0
P0076,6,7.7,3.5,4.3,7.6,3.1
P0076,7,7.9,2.5,3.0,6.2,2.1
P0076,8,7.9,2.9,1.8,5.3,2.8
P0076,9,6.9,2.6,3.6,7.0,3.6
P0076,10,6.6,2.4,3.9,7.2,4.3
P0076,11,8.0,2.6,4.5,6.8,3.7
P0076,12,6.7,4.1,3.0,6.8,3.1
P0077,1,7.1,3.5,4.4,6.1,2.5
P0077,2,6.9,3.5,5.4,5.5,4.7
P0077,3,6.6,3.5,6.8,5.2,5.9
P0077,4,6.8,5.3,5.0,6.1,3.0
P0077,5,7.0,3.5,6.6,5.3,5.6
P0077,6,6.7,4.0,5.7,4.0,6.4
P0077,7,7.6,3.1,2.4,7.7,4.0
P0077,8,6.1,3.6,5.2,3.3,5.2
P0077,9,5.5,6.2,5.5,5.7,6.7
P0077,10,7.0,5.1,3.7,5.6,4.6
P0077,11,7.8,4.7,4.8,5.4,5.9
P0077,12,6.1,5.2,6.8,4.7,5.9
P0078,1,6.5,3.5,3.5,7.3,3.7
P0078,2,6.2,3.2,7.1,5.0,7.9
P0078,3,7.7,1.1,1.0,7.6,1.3
P0078,4,7.9,2.2,6.7,5.7,5.2
P0078,5,8.1,1.4,7.8,3.9,6.2
P0078,6,8.0,1.0,3.5,6.6,1.8
P0078,7,7.2,2.3,5.1,5.2,3.4
P0078,8,5.6,6.4,1.0,8.0,3.8
P0078,9,8.3,1.9,3.4,6.1,3.1
P0078,10,6.6,4.1,1.8,7.3,2.6
P0078,11,6.5,3.0,4.6,6.0,4.3
P0078,12,7.0,3.2,4.9,5.7,4.2
P0079,1,6.9,3.3,5.8,5.1,5.5
P0079,2,5.7,5.0,4.6,5.8,6.0
P0079,3,4.1,6.8,4.7,7.7,6.1
P0079,4,6.7,5.1,3.9,4.7,3.8
P0079,5,6.0,3.3,1.9,7.6,4.0
P0079,6,6.8,1.9,2.9,8.1,2.5
P0079,7,7.3,3.0,4.6,6.8,4.1
P0079,8,8.1,2.3,6.2,5.2,3.7
P0079,9,7.8,2.1,3.6,7.3,3.5
P0079,10,6.6,5.4,5.0,5.9,5.4
P0079,11,6.4,4.4,4.2,6.1,3.9
P0079,12,7.4,4.7,2.9,8.6,2.6
P0080,1,5.1,6.7,6.2,5.4,7.1
P0080,2,6.2,6.2,2.4,8.7,1.5
P0080,3,8.3,3.6,4.2,6.5,3.5
P0080,4,7.3,4.5,4.0,6.1,5.5
P0080,5,7.0,5.3,3.8,5.7,4.9
P0080,6,6.7,6.8,7.0,3.6,6.2
P0080,7,5.8,5.8,7.1,6.0,6.0
P0080,8,7.5,5.4,5.1,7.5,6.9
P0080,9,7.6,6.3,7.9,3.4,7.1
P0080,10,7.6,5.3,5.8,4.6,6.2
P0080,11,7.8,3.8,5.3,5.7,4.1
P0080,12,6.3,4.6,8.1,3.9,7.0
P0081,1,7.1,4.1,5.1,5.9,5.3
P0081,2,6.2,3.7,5.6,5.8,6.2
P0081,3,7.3,5.3,3.9,5.9,4.7
P0081,4,5.1,6.1,2.8,5.6,3.4
P0081,5,7.2,2.9,3.6,4.9,2.4
P0081,6,7.2,4.1,4.0,4.0,4.9
P0081,7,7.4,4.5,4.8,5.7,5.2
P0081,8,7.9,3.5,4.8,6.1,4.1
P0081,9,6.2,4.9,4.0,6.6,3.9
P0081,10,7.1,4.0,4.8,5.8,5.2
P0081,11,5.0,6.5,3.8,6.6,4.5
P0081,12,6.5,4.5,1.6,9.9,3.4
P0082,1,5.6,4.3,2.7,7.1,4.3
P0082,2,7.4,3.5,7.1,4.0,4.5
P0082,3,5.9,2.5,5.0,5.1,3.3
P0082,4,7.0,5.0,2.1,6.8,2.3
P0082,5,6.7,3.1,2.6,9.0,4.1
P0082,6,7.2,1.8,5.3,5.2,4.3
P0082,7,6.7,2.7,3.9,4.9,3.8
P0082,8,7.5,4.3,1.7,5.9,1.6
P0082,9,6.7,4.7,2.6,6.2,3.2
P0082,10,7.1,2.1,5.8,4.7,4.0
P0082,11,6.7,2.9,5.9,6.5,5.1
P0082,12,7.0,3.5,3.8,6.2,3.4
P0083,1,6.1,5.0,6.6,5.4,6.1
P0083,2,8.7,1.2,3.3,6.6,3.0
P0083,3,7.0,3.5,5.7,5.3,4.4
P0083,4,6.6,1.7,4.2,6.5,3.5
P0083,5,6.5,4.1,7.5,6.1,6.4
P0083,6,6.2,4.0,7.3,3.8,6.7
P0083,7,6.8,2.8,4.0,4.7,2.4
P0083,8,8.4,2.2,4.8,4.7,3.6
P0083,9,7.3,4.3,3.3,5.0,5.2
P0083,10,7.8,3.1,5.1,6.2,3.8
P0083,11,6.3,4.5,5.3,4.8,5.0
P0083,12,7.5,2.5,3.4,7.9,2.1
P0084,1,7.1,4.5,7.0,4.7,6.7
P0084,2,6.9,3.4,3.1,7.3,3.2
P0084,3,7.4,5.0,3.7,7.6,3.7
P0084,4,7.0,2.4,4.4,7.0,2.7
P0084,5,7.9,2.5,4.4,4.6,2.1
P0084,6,6.8,2.9,4.7,7.8,3.9
P0084,7,6.0,4.7,5.3,7.2,6.1
P0084,8,8.8,1.7,3.3,7.2,2.1
P0084,9,6.5,4.0,5.5,3.7,5.6
P0084,10,8.0,5.1,4.5,5.4,5.2
P0084,11,6.6,5.0,3.9,6.8,4.5
P0084,12,6.9,4.0,1.0,6.4,2.4
P0085,1,6.5,4.1,3.7,6.4,3.7
P0085,2,7.3,3.6,4.0,6.3,2.6
P0085,3,7.1,4.6,4.9,4.8,4.5
P0085,4,6.8,7.4,5.4,5.6,7.2
P0085,5,9.0,1.6,3.4,7.5,4.3
P0085,6,6.4,4.0,3.5,7.0,2.9
P0085,7,6.4,3.9,2.4,8.0,1.8
P0085,8,7.4,4.2,7.4,3.6,5.7
P0085,9,6.1,6.6,4.4,6.8,4.8
P0085,10,7.3,6.4,5.4,4.8,5.5
P0085,11,6.4,5.7,1.9,5.4,3.0
P0085,12,7.2,3.9,5.8,5.8,4.1
P0086,1,8.3,3.5,6.1,8.2,6.4
P0086,2,8.2,3.7,3.1,5.7,3.3
P0086,3,8.1,1.9,6.3,6.6,2.9
P0086,4,8.1,2.3,5.5,5.6,5.4
P0086,5,6.4,5.2,3.7,5.9,3.6
P0086,6,4.7,7.1,3.0,5.1,3.7
P0086,7,6.9,5.4,4.0,5.4,5.2
P0086,8,6.7,3.6,7.6,4.7,6.1
P0086,9,6.8,2.9,3.0,7.4,3.4
P0086,10,7.6,2.8,3.1,7.9,3.4
P0086,11,7.1,5.2,4.7,6.3,4.9
P0086,12,6.1,4.4,4.1,4.5,4.0
P0087,1,6.1,8.4,7.7,5.3,8.1
P0087,2,5.9,7.4,7.1,4.4,6.6
P0087,3,6.3,7.1,5.6,5.4,6.5
P0087,4,7.1,5.6,5.0,6.5,5.1
P0087,5,6.3,6.2,10.0,3.8,8.2
P0087,6,7.3,5.8,9.0,5.9,8.2
P0087,7,7.0,6.8,7.0,5.7,6.8
P0087,8,6.5,8.3,9.6,4.5,8.5
P0087,9,6.3,6.6,4.6,5.7,6.1
P0087,10,6.7,6.1,7.1,4.4,7.5
P0087,11,8.0,6.2,9.0,3.3,7.2
P0087,12,6.4,7.2,4.6,7.3,5.1
P0088,1,8.1,3.2,1.9,4.9,3.1
P0088,2,6.1,5.4,5.7,6.0,4.4
P0088,3,7.6,1.0,4.5,4.0,4.0
P0088,4,7.1,2.9,7.4,4.3,6.4
P0088,5,7.1,4.6,4.2,5.3,5.9
P0088,6,6.7,4.4,4.8,5.6,5.4
P0088,7,6.7,3.3,4.0,7.4,4.7
P0088,8,6.7,4.6,1.8,8.3,1.5
P0088,9,6.3,4.7,3.9,6.7,3.8
P0088,10,5.0,4.0,6.1,6.7,6.4
P0088,11,6.5,4.9,4.9,5.3,5.3
P0088,12,7.5,3.4,4.3,4.9,2.8
P0089,1,7.4,6.4,5.0,6.9,6.2
P0089,2,7.4,4.0,5.2,5.9,3.9
P0089,3,6.7,3.9,8.3,4.9,6.0
P0089,4,6.8,6.1,7.1,4.5,6.0
P0089,5,6.6,4.5,3.4,5.3,5.8
P0089,6,7.2,3.5,2.7,7.6,1.9
P0089,7,6.4,5.5,4.3,5.5,4.6
P0089,8,8.5,2.7,3.1,6.2,1.1
P0089,9,7.5,3.6,2.5,7.9,5.3
P0089,10,5.1,6.8,7.0,4.9,6.9
P0089,11,6.4,3.3,5.4,6.1,4.7
P0089,12,6.1,5.5,4.0,6.6,5.2
P0090,1,8.1,4.2,1.9,5.4,2.8
P0090,2,5.0,4.7,6.4,7.3,5.9
P0090,3,7.4,1.5,6.1,4.6,4.3
