personnel_id,age,service_years,rank_level,transfer_frequency,training_hours
P2970,32,11,Intermediate,3,11.3
P2971,42,20,Senior,0,9.4
P2972,40,14,Junior,1,11.3
P2973,28,3,Junior,0,6.4
P2974,40,6,Senior,2,11.4
P2975,37,9,Intermediate,0,8.7
P2976,27,4,Intermediate,0,11.2
P2977,26,1,Intermediate,0,9.7
P2978,25,3,Intermediate,1,13.0
P2979,25,1,Intermediate,1,14.8
P2980,46,22,Junior,1,14.4
P2981,24,2,Junior,0,14.5
P2982,39,9,Intermediate,2,6.7
P2983,46,22,Junior,1,10.4
P2984,22,1,Intermediate,3,10.5
P2985,44,5,Intermediate,0,4.4
P2986,32,3,Intermediate,1,13.6
P2987,25,2,Senior,1,12.1
P2988,48,12,Junior,0,7.9
P2989,30,1,Senior,1,17.3
P2990,40,7,Junior,2,5.3
P2991,36,7,Junior,1,7.1
P2992,41,19,Intermediate,0,7.6
P2993,48,4,Intermediate,0,15.0
P2994,31,4,Senior,1,7.8
P2995,47,25,Intermediate,1,3.6
P2996,22,1,Junior,1,13.3
P2997,42,11,Intermediate,2,1.1
P2998,40,10,Junior,0,11.4
P2999,42,3,Senior,2,2.8
P3000,42,6,Junior,0,14.0
P3001,32,1,Junior,0,16.4
P3002,22,1,Junior,0,5.4
P3003,21,1,Intermediate,1,6.7
P3004,50,1,Intermediate,1,9.4
P3005,38,12,Intermediate,2,10.4
P3006,29,2,Junior,0,9.0
P3007,42,21,Intermediate,0,11.9
P3008,43,22,Intermediate,0,9.0
P3009,40,8,Senior,1,9.9
P3010,26,1,Junior,2,4.3
P3011,21,1,Intermediate,3,0.0
P3012,42,4,Intermediate,0,9.9
P3013,47,11,Intermediate,1,9.3
P3014,33,8,Intermediate,3,14.9
P3015,25,4,Junior,2,5.1
P3016,39,11,Intermediate,0,9.2
P3017,35,4,Intermediate,0,10.9
P3018,30,4,Junior,0,12.6
P3019,25,3,Intermediate,1,13.1
P3020,36,15,Intermediate,1,20.2
P3021,38,6,Intermediate,0,9.0
P3022,47,15,Intermediate,1,7.6
P3023,31,4,Junior,1,10.0
P3024,32,4,Junior,0,12.1
P3025,27,2,Junior,0,9.4
P3026,23,1,Junior,0,6.5
P3027,27,2,Intermediate,2,10.4
P3028,31,2,Intermediate,0,13.6
P3029,32,1,Intermediate,0,0.1
P3030,27,6,Junior,1,2.9
P3031,21,1,Junior,0,12.1
P3032,27,4,Intermediate,1,11.8
P3033,26,3,Senior,1,14.6
P3034,30,1,Intermediate,0,12.0
P3035,43,7,Intermediate,1,4.0
P3036,44,22,Senior,1,8.2
P3037,30,9,Intermediate,0,6.0
P3038,47,25,Intermediate,2,10.2
P3039,44,9,Junior,1,11.9
P3040,31,8,Junior,2,7.2
P3041,21,1,Senior,1,17.7
P3042,27,2,Junior,1,10.2
P3043,34,4,Junior,2,11.2
P3044,23,2,Junior,2,18.6
P3045,21,1,Junior,3,18.7
P3046,33,12,Junior,1,14.4
P3047,21,1,Junior,1,5.3
P3048,48,9,Intermediate,1,7.6
P3049,41,13,Junior,0,14.4
P3050,29,1,Intermediate,1,3.2
P3051,32,9,Junior,0,15.5
P3052,21,1,Junior,0,8.4
P3053,35,11,Intermediate,0,9.9
P3054,37,11,Senior,1,14.9
P3055,25,1,Junior,0,9.8
P3056,47,21,Senior,1,8.9
P3057,24,3,Junior,0,7.6
P3058,46,19,Intermediate,0,11.7
P3059,22,1,Intermediate,2,3.2
P3060,34,1,Intermediate,1,13.1
P3061,26,2,Junior,0,12.7
P3062,31,4,Intermediate,0,9.3
P3063,49,11,Intermediate,1,13.7
P3064,32,10,Junior,0,17.4
P3065,47,22,Junior,0,8.5
P3066,49,14,Junior,1,12.7
P3067,21,1,Intermediate,0,8.3
P3068,49,15,Junior,4,19.8
P3069,26,3,Junior,1,15.7
P3070,49,28,Intermediate,1,4.1
P3071,45,2,Intermediate,1,8.8
P3072,42,17,Senior,1,12.6
P3073,35,2,Junior,1,9.1
P3074,30,9,Senior,1,14.9
P3075,39,11,Intermediate,2,10.2
P3076,29,7,Junior,1,13.8
P3077,37,6,Intermediate,0,3.6
P3078,21,1,Intermediate,1,10.7
P3079,31,3,Junior,2,9.2
P3080,34,4,Junior,0,6.4
P3081,37,7,Junior,0,13.1
P3082,49,9,Intermediate,2,3.7
P3083,36,13,Junior,0,3.8
P3084,27,4,Junior,1,12.8
P3085,21,1,Intermediate,3,10.8
P3086,49,26,Senior,1,8.1
P3087,37,3,Junior,0,15.4
P3088,42,16,Intermediate,0,10.4
P3089,50,2,Intermediate,0,8.3
P3090,40,15,Intermediate,1,10.3
P3091,50,11,Intermediate,1,16.8
P3092,48,9,Senior,4,13.7
P3093,43,13,Intermediate,1,13.3
P3094,37,10,Intermediate,4,9.0
P3095,47,10,Junior,1,9.8
P3096,37,8,Intermediate,0,11.0
P3097,27,5,Intermediate,2,10.3
P3098,40,15,Junior,0,14.7
P3099,32,7,Intermediate,2,11.7
P3100,50,26,Junior,0,9.7
P3101,25,3,Intermediate,0,12.1
P3102,31,8,Junior,0,13.4
P3103,26,5,Senior,0,9.3
P3104,38,17,Senior,0,5.2
P3105,49,21,Intermediate,1,7.4
P3106,34,2,Senior,1,10.1
P3107,23,2,Intermediate,3,7.5
P3108,26,2,Junior,0,8.0
P3109,42,2,Junior,1,18.4
P3110,25,3,Senior,2,6.4
P3111,21,1,Junior,2,11.4
P3112,27,4,Intermediate,3,9.5
P3113,27,6,Senior,3,14.0
P3114,32,8,Junior,1,12.0
P3115,39,3,Intermediate,2,5.0
P3116,43,14,Junior,2,12.9
P3117,46,2,Senior,0,12.3
P3118,37,13,Junior,1,8.7
P3119,41,17,Junior,0,18.2
P3120,40,18,Junior,3,11.8
P3121,27,4,Senior,1,10.7
P3122,45,14,Intermediate,1,11.3
P3123,36,14,Senior,0,11.1
P3124,24,3,Junior,0,7.9
P3125,22,1,Junior,0,10.9
P3126,41,4,Intermediate,0,6.4
P3127,28,2,Intermediate,0,11.9
P3128,37,6,Junior,2,12.2
P3129,29,2,Junior,0,7.0
P3130,39,13,Intermediate,2,12.6
P3131,29,8,Junior,0,10.1
P3132,22,1,Intermediate,0,8.0
P3133,30,8,Intermediate,0,4.4
P3134,32,10,Intermediate,1,18.1
P3135,49,14,Junior,0,11.5
P3136,49,20,Junior,2,11.5
P3137,21,1,Intermediate,1,10.6
P3138,49,25,Junior,2,13.5
P3139,25,4,Junior,0,15.6
P3140,28,2,Intermediate,1,10.6
P3141,48,17,Junior,0,6.1
P3142,27,4,Intermediate,0,6.6
P3143,40,16,Junior,0,10.0
P3144,38,11,Intermediate,1,9.1
P3145,46,3,Junior,1,12.7
P3146,27,3,Junior,2,13.8
P3147,50,7,Junior,4,13.9
P3148,23,2,Intermediate,2,14.3
P3149,41,3,Junior,1,0.0
P3150,35,3,Intermediate,1,11.6
P3151,42,15,Intermediate,0,9.5
P3152,30,3,Senior,1,7.1
P3153,22,1,Intermediate,0,11.0
P3154,30,1,Senior,1,16.0
P3155,36,13,Intermediate,2,4.4
P3156,26,4,Junior,0,9.6
P3157,48,3,Junior,0,6.5
P3158,44,21,Junior,0,5.2
P3159,25,2,Junior,1,9.1
P3160,38,17,Intermediate,2,11.2
P3161,25,1,Senior,1,6.1
P3162,27,3,Junior,0,8.7
P3163,24,2,Intermediate,0,10.2
P3164,35,14,Intermediate,1,8.0
P3165,27,6,Intermediate,1,17.3
P3166,31,1,Intermediate,2,15.4
P3167,43,4,Intermediate,1,2.3
P3168,50,7,Intermediate,1,11.5
P3169,25,4,Intermediate,1,4.1
P3170,27,6,Intermediate,1,17.6
P3171,28,2,Intermediate,2,7.5
P3172,43,15,Intermediate,0,15.6
P3173,42,20,Senior,0,14.6
P3174,21,1,Junior,0,11.2
P3175,34,11,Junior,3,8.7
P3176,40,14,Intermediate,0,7.9
P3177,28,6,Junior,1,4.4
P3178,40,5,Senior,3,9.4
P3179,37,12,Junior,0,11.8
P3180,31,6,Junior,1,7.9
P3181,32,7,Junior,1,5.6
P3182,42,3,Junior,0,11.1
P3183,47,11,Junior,4,9.5
P3184,32,4,Junior,1,1.2
P3185,26,5,Junior,0,14.0
P3186,37,2,Junior,1,12.6
P3187,29,3,Intermediate,0,12.9
P3188,25,4,Junior,0,13.6
P3189,26,2,Intermediate,2,9.6
P3190,41,10,Junior,0,16.8
P3191,49,2,Junior,0,6.4
P3192,46,1,Intermediate,0,13.3
P3193,34,2,Intermediate,0,12.1
P3194,36,12,Intermediate,1,9.9
P3195,30,2,Junior,2,7.2
P3196,29,3,Senior,2,13.0
P3197,42,17,Junior,1,13.0
P3198,45,3,Senior,1,12.9
P3199,28,5,Junior,1,8.7
P3200,41,14,Intermediate,0,5.9
P3201,38,12,Senior,1,8.3
P3202,31,4,Intermediate,3,10.4
P3203,37,8,Intermediate,1,14.3
P3204,36,4,Intermediate,1,7.2
P3205,43,20,Intermediate,0,11.2
P3206,41,14,Junior,0,2.1
P3207,45,16,Junior,0,6.6
P3208,41,6,Junior,1,15.9
P3209,44,10,Junior,2,7.5
P3210,34,4,Junior,3,6.0
P3211,38,1,Senior,0,15.3
P3212,45,8,Junior,0,8.8
P3213,28,7,Junior,0,14.8
P3214,21,1,Intermediate,2,8.1
P3215,38,14,Junior,1,2.6
P3216,36,9,Junior,2,20.8
P3217,40,18,Junior,1,8.8
P3218,34,10,Junior,0,5.9
P3219,27,4,Intermediate,3,5.2
P3220,37,1,Senior,2,16.5
P3221,21,1,Senior,0,12.3
P3222,36,6,Senior,1,4.2
P3223,37,5,Intermediate,2,9.0
P3224,33,10,Junior,1,6.5
P3225,28,6,Senior,2,10.9
P3226,36,8,Intermediate,5,8.3
P3227,40,19,Intermediate,1,10.0
P3228,23,2,Junior,1,17.0
P3229,33,6,Intermediate,1,4.6
P3230,29,4,Junior,0,13.3
P3231,27,1,Intermediate,0,7.2
P3232,45,8,Junior,1,14.4
P3233,32,9,Junior,1,7.6
P3234,28,3,Intermediate,1,9.7
P3235,23,1,Junior,2,10.4
P3236,30,5,Senior,1,8.4
P3237,32,7,Intermediate,2,18.6
P3238,43,16,Intermediate,0,7.7
P3239,46,10,Intermediate,1,1.5
P3240,33,5,Senior,1,11.2
P3241,48,27,Junior,1,11.6
P3242,38,1,Junior,1,3.9
P3243,26,4,Junior,2,6.5
P3244,40,17,Intermediate,1,11.4
P3245,45,10,Intermediate,1,17.1
P3246,50,27,Junior,1,17.3
P3247,46,1,Intermediate,1,11.7
P3248,40,7,Intermediate,0,10.3
P3249,33,10,Junior,0,10.8
P3250,42,7,Senior,1,11.0
P3251,28,4,Intermediate,0,12.4
P3252,47,8,Junior,1,9.4
P3253,33,6,Junior,1,9.6
P3254,40,4,Junior,2,15.0
P3255,22,1,Senior,0,11.7
P3256,49,7,Intermediate,2,8.5
P3257,32,1,Junior,0,7.8
P3258,49,23,Intermediate,2,15.8
P3259,40,6,Intermediate,1,6.2
P3260,32,5,Intermediate,1,13.7
P3261,37,11,Intermediate,1,11.7
P3262,33,3,Junior,1,5.9
P3263,39,8,Junior,1,12.3
P3264,29,5,Junior,0,13.5
P3265,41,17,Intermediate,1,15.2
P3266,47,1,Junior,3,6.9
P3267,28,7,Junior,0,14.7
P3268,26,5,Senior,0,9.8
P3269,39,3,Junior,1,4.2
P3270,30,1,Intermediate,4,9.2
P3271,35,13,Intermediate,2,7.8
P3272,36,4,Junior,0,12.7
P3273,21,1,Junior,2,15.5
P3274,48,8,Junior,2,7.2
P3275,45,22,Junior,0,1.1
P3276,34,2,Senior,1,13.7
P3277,31,4,Intermediate,2,15.5
P3278,49,4,Junior,1,9.4
P3279,45,14,Junior,4,12.7
P3280,49,21,Intermediate,1,11.4
P3281,29,2,Senior,0,12.2
P3282,30,9,Junior,0,16.4
P3283,28,6,Intermediate,1,10.6
P3284,26,4,Intermediate,0,4.5
P3285,29,4,Intermediate,0,12.8
P3286,35,2,Senior,1,10.2
P3287,35,10,Intermediate,3,5.8
P3288,45,22,Senior,0,3.4
P3289,25,1,Senior,0,13.8
P3290,38,11,Junior,1,5.6
P3291,29,3,Intermediate,1,7.8
P3292,43,15,Intermediate,0,11.9
P3293,28,2,Junior,1,10.7
P3294,44,15,Intermediate,1,8.3
P3295,37,13,Junior,0,11.8
P3296,34,1,Intermediate,1,11.2
P3297,38,4,Intermediate,2,5.9
P3298,40,2,Junior,0,14.7
P3299,35,7,Junior,0,0.0
P3300,43,9,Junior,1,6.6
P3301,47,19,Intermediate,0,11.1
P3302,43,7,Intermediate,0,16.8
P3303,45,8,Intermediate,1,6.7
P3304,47,6,Junior,0,12.4
P3305,25,4,Junior,1,15.7
P3306,22,1,Intermediate,2,6.3
P3307,35,2,Intermediate,1,12.9
P3308,21,1,Junior,0,10.4
P3309,42,9,Intermediate,0,12.2
P3310,40,17,Junior,1,12.9
P3311,31,9,Intermediate,0,12.8
P3312,27,5,Intermediate,2,11.4
P3313,48,8,Intermediate,0,17.5
P3314,49,14,Intermediate,2,8.7
P3315,25,2,Senior,0,11.7
P3316,40,10,Intermediate,0,9.4
P3317,28,7,Intermediate,0,11.1
P3318,43,10,Junior,0,4.3
P3319,46,3,Junior,4,7.2
P3320,23,2,Senior,0,16.8
P3321,24,1,Senior,2,10.0
P3322,29,6,Junior,2,2.7
P3323,47,13,Junior,2,9.8
P3324,41,5,Junior,0,11.2
P3325,49,27,Junior,2,7.7
P3326,48,8,Intermediate,0,14.0
P3327,37,13,Senior,0,15.5
P3328,27,6,Senior,1,9.3
P3329,44,22,Intermediate,0,9.8
P3330,24,1,Junior,2,11.2
P3331,21,1,Junior,1,15.3
P3332,38,12,Senior,1,7.1
P3333,34,8,Junior,2,17.2
P3334,32,2,Junior,0,11.4
P3335,44,13,Senior,0,11.5
P3336,26,5,Intermediate,3,12.8
P3337,40,13,Intermediate,0,14.1
P3338,37,15,Junior,0,5.6
P3339,42,6,Intermediate,2,9.4
P3340,35,11,Junior,0,7.5
P3341,23,2,Junior,1,5.5
P3342,35,8,Intermediate,1,12.8
P3343,39,12,Senior,0,9.6
P3344,26,5,Junior,0,6.0
P3345,49,9,Junior,0,5.1
P3346,38,4,Junior,2,7.7
P3347,45,6,Junior,0,6.3
P3348,48,25,Junior,1,15.7
P3349,33,2,Junior,0,5.2
P3350,36,6,Senior,0,7.4
P3351,21,1,Junior,1,9.0
P3352,48,27,Intermediate,0,9.0
P3353,27,5,Junior,0,7.2
P3354,43,12,Junior,0,11.1
P3355,29,4,Junior,1,8.2
P3356,29,3,Junior,1,6.8
P3357,45,5,Intermediate,2,11.0
P3358,41,15,Junior,2,7.2
P3359,36,3,Junior,0,9.8
P3360,26,1,Intermediate,0,6.5
P3361,35,13,Intermediate,0,9.6
P3362,44,8,Intermediate,1,13.2
P3363,48,7,Junior,2,10.6
P3364,33,9,Intermediate,2,9.5
P3365,22,1,Junior,2,6.6
P3366,26,3,Intermediate,1,12.0
P3367,37,8,Junior,1,11.2
P3368,41,12,Intermediate,1,7.3
P3369,37,15,Junior,1,11.2
P3370,44,16,Intermediate,2,8.1
P3371,34,13,Intermediate,1,12.2
P3372,33,7,Senior,0,8.7
P3373,26,4,Junior,1,4.3
P3374,29,5,Junior,0,15.3
P3375,34,11,Junior,0,11.7
P3376,24,2,Intermediate,1,14.0
P3377,35,12,Intermediate,2,10.2
P3378,41,4,Junior,2,12.2
P3379,41,16,Intermediate,0,3.5
P3380,40,10,Intermediate,1,15.4
P3381,36,1,Intermediate,0,8.2
P3382,36,15,Intermediate,5,13.9
P3383,42,12,Intermediate,2,16.6
P3384,35,3,Intermediate,1,13.4
P3385,29,5,Senior,1,13.1
P3386,27,1,Intermediate,1,13.4
P3387,42,8,Junior,1,7.1
P3388,23,1,Junior,0,11.8
P3389,33,2,Junior,2,9.2
P3390,43,8,Intermediate,1,11.0
P3391,48,20,Intermediate,1,14.7
P3392,38,9,Junior,1,8.1
P3393,38,11,Intermediate,2,9.7
P3394,47,20,Intermediate,2,10.9
P3395,41,3,Junior,1,5.2
P3396,50,22,Intermediate,0,13.4
P3397,28,6,Intermediate,2,12.3
P3398,24,1,Junior,2,13.0
P3399,45,13,Junior,2,8.7
P3400,30,6,Junior,0,15.3
P3401,33,9,Intermediate,2,11.4
P3402,39,15,Intermediate,1,11.6
P3403,35,1,Senior,0,12.7
P3404,43,22,Junior,1,9.4
P3405,34,2,Intermediate,2,15.0
P3406,27,6,Junior,1,5.4
P3407,27,3,Senior,1,10.9
P3408,31,8,Senior,3,6.3
P3409,36,11,Intermediate,0,13.6
P3410,31,1,Senior,2,9.1
P3411,48,21,Intermediate,2,13.8
P3412,37,7,Intermediate,0,11.7
P3413,47,18,Junior,1,9.8
P3414,23,2,Junior,2,7.2
P3415,28,1,Junior,1,8.3
P3416,22,1,Junior,1,6.5
P3417,25,4,Intermediate,0,10.2
P3418,39,11,Junior,1,13.1
P3419,50,21,Intermediate,0,10.2
P3420,22,1,Intermediate,1,12.6
P3421,27,1,Senior,1,11.7
P3422,45,6,Intermediate,1,10.9
P3423,33,3,Intermediate,1,8.1
P3424,34,8,Junior,2,10.0
P3425,28,3,Junior,2,14.0
P3426,23,1,Junior,1,13.7
P3427,33,3,Senior,0,9.5
P3428,38,11,Intermediate,0,12.4
P3429,30,1,Junior,3,5.0
P3430,47,6,Junior,1,13.7
P3431,27,5,Intermediate,1,11.2
P3432,39,3,Intermediate,1,10.7
P3433,21,1,Junior,0,3.8
P3434,37,1,Junior,2,11.3
P3435,23,1,Intermediate,0,9.4
P3436,25,4,Senior,0,7.9
P3437,43,21,Junior,0,8.7
P3438,28,7,Intermediate,2,16.2
P3439,29,3,Intermediate,0,6.3
P3440,37,14,Junior,1,18.4
P3441,42,5,Junior,1,12.1
P3442,44,12,Intermediate,0,7.4
P3443,40,4,Intermediate,0,7.1
P3444,39,9,Intermediate,0,6.4
P3445,36,13,Junior,0,11.0
P3446,45,6,Junior,2,11.3
P3447,50,16,Intermediate,1,6.8
P3448,28,5,Intermediate,2,12.7
P3449,29,3,Intermediate,2,17.9
P3450,47,24,Intermediate,1,4.4
P3451,28,2,Intermediate,4,2.7
P3452,44,23,Intermediate,1,3.2
P3453,42,3,Intermediate,2,9.9
P3454,29,4,Junior,0,6.9
P3455,48,9,Junior,1,13.7
P3456,34,7,Intermediate,3,9.5
P3457,24,1,Intermediate,1,5.2
P3458,33,7,Junior,0,13.3
P3459,31,8,Junior,0,11.4
P3460,49,21,Junior,0,16.1
P3461,44,11,Intermediate,0,15.3
P3462,50,5,Intermediate,0,11.7
P3463,27,4,Intermediate,0,11.7
P3464,29,8,Junior,1,9.6
P3465,31,1,Junior,1,12.3
P3466,39,4,Junior,0,7.4
P3467,22,1,Senior,0,17.0
P3468,38,7,Intermediate,1,5.1
P3469,34,6,Senior,0,8.6
P3470,29,2,Intermediate,0,2.4
P3471,24,3,Intermediate,1,1.2
P3472,49,18,Senior,1,8.6
P3473,23,1,Intermediate,2,19.7
P3474,42,11,Intermediate,1,4.7
P3475,47,26,Intermediate,2,10.8
P3476,34,6,Junior,0,8.1
P3477,30,1,Intermediate,0,4.6
P3478,44,13,Intermediate,1,17.1
P3479,27,6,Intermediate,3,13.2
P3480,29,4,Intermediate,1,10.0
P3481,22,1,Senior,0,11.2
P3482,42,2,Senior,1,12.6
P3483,38,10,Senior,1,5.6
P3484,26,5,Junior,0,12.1
P3485,41,12,Intermediate,1,14.6
P3486,45,22,Intermediate,1,14.1
P3487,38,11,Intermediate,0,16.0
P3488,29,5,Senior,0,5.3
P3489,33,7,Junior,1,10.3
P3490,49,5,Junior,0,13.8
P3491,32,5,Junior,1,10.4
P3492,48,8,Intermediate,1,9.3
P3493,36,11,Intermediate,1,8.3
P3494,38,16,Senior,2,4.2
P3495,48,19,Junior,1,13.1
P3496,26,5,Junior,3,10.4
P3497,30,5,Senior,0,11.4
P3498,37,14,Senior,2,14.5
P3499,25,3,Junior,2,16.5
P3500,23,2,Junior,0,11.9
P3501,42,15,Senior,1,8.5
P3502,23,1,Junior,1,4.9
P3503,47,16,Junior,2,16.3
P3504,46,14,Intermediate,2,10.2
P3505,38,14,Intermediate,1,8.5
P3506,30,5,Junior,0,11.3
P3507,28,4,Senior,0,15.7
P3508,32,9,Junior,1,8.1
P3509,22,1,Junior,0,7.9
P3510,47,19,Intermediate,0,15.9
P3511,46,21,Intermediate,1,12.1
P3512,38,5,Senior,0,13.9
P3513,27,3,Intermediate,0,11.7
P3514,38,5,Senior,1,11.0
P3515,25,4,Junior,1,10.7
P3516,27,6,Junior,3,12.1
P3517,24,3,Intermediate,0,11.0
P3518,43,11,Intermediate,0,17.6
P3519,47,15,Junior,0,8.0
P3520,31,1,Junior,0,10.8
P3521,28,3,Junior,3,12.6
P3522,27,4,Intermediate,1,13.9
P3523,24,1,Intermediate,2,11.2
P3524,26,1,Intermediate,3,15.2
P3525,42,5,Senior,0,11.9
P3526,24,3,Junior,0,2.1
P3527,24,2,Junior,1,12.4
P3528,50,6,Intermediate,1,9.6
P3529,47,3,Junior,1,5.8
P3530,31,9,Senior,2,11.6
P3531,25,2,Intermediate,1,6.8
P3532,46,2,Senior,0,15.4
P3533,43,7,Senior,1,13.3
P3534,37,14,Intermediate,0,12.7
P3535,50,9,Senior,1,6.3
P3536,33,9,Intermediate,0,14.8
P3537,48,10,Intermediate,2,10.5
P3538,29,4,Intermediate,1,8.5
P3539,27,4,Junior,1,9.1
P3540,23,1,Senior,0,8.7
P3541,39,14,Junior,1,3.0
P3542,48,11,Senior,0,6.6
P3543,37,16,Intermediate,0,15.2
P3544,43,22,Junior,1,8.7
P3545,35,11,Senior,0,20.8
P3546,30,9,Intermediate,3,9.7
P3547,29,6,Intermediate,0,14.8
P3548,41,17,Junior,0,11.4
P3549,46,24,Junior,1,5.8
P3550,23,1,Junior,1,10.7
P3551,41,9,Junior,0,13.4
P3552,27,1,Senior,1,10.8
P3553,21,1,Junior,1,14.6
P3554,27,5,Intermediate,0,3.5
P3555,48,27,Intermediate,1,14.8
P3556,48,15,Intermediate,1,8.5
P3557,43,2,Junior,3,11.8
P3558,45,12,Intermediate,0,9.5
P3559,48,3,Intermediate,0,13.9
P3560,32,2,Intermediate,1,14.1
P3561,26,4,Intermediate,0,10.4
P3562,48,18,Junior,5,10.8
P3563,34,12,Intermediate,0,15.6
P3564,46,13,Junior,1,6.8
P3565,37,8,Junior,1,7.5
P3566,31,4,Junior,0,10.4
P3567,25,1,Junior,2,0.0
P3568,29,1,Junior,1,8.2
P3569,44,9,Junior,0,3.0
P3570,30,9,Junior,0,1.3
P3571,46,23,Intermediate,1,7.2
P3572,44,15,Senior,1,7.0
P3573,47,2,Junior,1,14.8
P3574,32,7,Junior,0,1.9
P3575,48,19,Junior,0,13.0
P3576,43,4,Senior,2,13.8
P3577,33,9,Intermediate,1,9.8
P3578,25,1,Intermediate,3,8.1
P3579,45,3,Intermediate,1,8.3
P3580,25,1,Junior,2,8.5
P3581,46,16,Senior,1,11.6
P3582,46,3,Senior,1,1.6
P3583,32,6,Junior,0,10.7
P3584,27,2,Intermediate,1,10.5
P3585,40,2,Intermediate,2,12.7
P3586,23,1,Intermediate,1,5.5
P3587,49,20,Intermediate,1,10.4
P3588,32,4,Junior,1,13.1
P3589,23,2,Intermediate,1,6.3
P3590,47,11,Senior,0,10.7
P3591,43,10,Junior,1,11.6
P3592,24,1,Intermediate,0,7.5
P3593,32,3,Intermediate,3,3.2
P3594,35,4,Intermediate,3,9.4
P3595,24,1,Junior,2,8.6
P3596,29,4,Senior,0,9.0
P3597,39,6,Junior,1,12.4
P3598,26,5,Intermediate,0,6.5
P3599,34,5,Junior,0,10.4
P3600,34,5,Intermediate,1,10.0
P3601,32,8,Intermediate,1,9.0
P3602,24,3,Intermediate,0,13.3
P3603,49,21,Junior,1,11.5
P3604,32,5,Intermediate,2,5.3
P3605,44,22,Intermediate,0,6.5
P3606,48,26,Intermediate,1,7.7
P3607,29,7,Senior,1,4.9
P3608,50,2,Junior,0,11.5
P3609,22,1,Junior,0,8.8
P3610,50,17,Senior,1,13.6
P3611,22,1,Junior,0,17.8
P3612,27,5,Intermediate,1,9.3
P3613,39,10,Senior,2,16.7
P3614,28,1,Junior,0,15.2
P3615,34,2,Senior,2,8.7
P3616,42,6,Intermediate,0,4.5
P3617,21,1,Junior,0,12.0
P3618,36,6,Intermediate,1,13.6
P3619,28,3,Senior,1,10.3
P3620,47,13,Intermediate,0,9.9
P3621,38,14,Intermediate,0,11.9
P3622,24,2,Junior,2,18.0
P3623,25,2,Intermediate,1,4.4
P3624,27,2,Junior,1,0.8
P3625,26,3,Senior,0,9.1
P3626,27,3,Intermediate,0,3.6
P3627,29,6,Intermediate,0,8.2
P3628,21,1,Intermediate,1,0.0
P3629,35,12,Intermediate,5,10.4
P3630,45,14,Intermediate,0,7.6
P3631,50,3,Junior,1,5.2
P3632,30,2,Junior,0,14.1
P3633,43,21,Junior,1,14.9
P3634,45,24,Senior,0,8.9
P3635,46,15,Intermediate,2,4.6
P3636,39,17,Junior,1,11.3
P3637,28,3,Intermediate,0,6.2
P3638,36,2,Intermediate,2,25.1
P3639,47,5,Junior,1,20.1
P3640,29,5,Intermediate,1,8.6
P3641,45,5,Intermediate,0,11.4
P3642,39,3,Senior,0,2.7
P3643,26,5,Intermediate,2,18.0
P3644,31,2,Junior,3,8.5
P3645,40,11,Junior,0,0.3
P3646,27,3,Junior,2,10.9
P3647,35,13,Intermediate,2,11.9
P3648,49,23,Junior,0,15.9
P3649,50,17,Junior,1,6.2
P3650,31,10,Junior,4,10.9
P3651,31,4,Intermediate,1,11.5
P3652,31,1,Junior,0,14.2
P3653,24,3,Intermediate,2,10.0
P3654,42,18,Junior,1,5.0
P3655,38,11,Senior,0,8.7
P3656,38,5,Intermediate,1,10.5
P3657,28,5,Intermediate,0,11.3
P3658,31,2,Intermediate,2,19.8
P3659,36,13,Junior,0,9.1
P3660,39,17,Junior,1,8.4
P3661,22,1,Senior,0,14.0
P3662,43,2,Junior,2,2.6
P3663,35,5,Senior,0,6.8
P3664,38,11,Intermediate,0,13.1
P3665,42,17,Junior,1,5.6
P3666,36,4,Junior,1,7.5
P3667,41,12,Junior,1,11.1
P3668,47,1,Intermediate,3,5.9
P3669,26,2,Junior,0,3.3
P3670,28,5,Senior,0,11.5
P3671,48,18,Senior,1,12.9
P3672,46,13,Junior,0,9.5
P3673,37,10,Intermediate,1,13.0
P3674,34,4,Senior,1,14.7
P3675,44,17,Intermediate,0,10.1
P3676,35,6,Senior,2,11.6
P3677,47,22,Intermediate,2,6.9
P3678,22,1,Junior,0,12.9
P3679,43,9,Senior,0,10.5
P3680,38,14,Senior,0,11.3
P3681,50,22,Junior,0,8.8
P3682,27,6,Junior,1,9.1
P3683,39,9,Intermediate,1,12.6
P3684,22,1,Junior,2,7.0
P3685,28,7,Senior,0,15.1
P3686,32,10,Senior,5,13.2
P3687,41,16,Intermediate,3,13.7
P3688,21,1,Junior,2,4.5
P3689,42,19,Junior,1,7.5
P3690,33,11,Junior,3,7.4
P3691,35,8,Junior,0,6.5
P3692,43,4,Senior,1,4.3
P3693,48,6,Junior,1,9.7
P3694,29,6,Intermediate,3,19.1
P3695,27,3,Junior,0,9.3
P3696,44,3,Intermediate,2,6.1
P3697,46,20,Junior,1,14.9
P3698,37,7,Senior,2,20.3
P3699,25,2,Intermediate,4,11.7
P3700,23,2,Junior,1,13.8
P3701,30,1,Senior,1,11.3
P3702,31,6,Intermediate,0,9.7
P3703,30,8,Senior,0,5.2
P3704,41,2,Junior,1,16.5
P3705,30,7,Intermediate,2,16.5
P3706,22,1,Junior,0,16.9
P3707,31,2,Junior,2,8.3
P3708,30,8,Junior,2,13.2
P3709,48,15,Intermediate,1,6.2
P3710,21,1,Senior,2,10.3
